sentence,class
"On the good days , Dylan would sing songs to him , and at the beginning Guthrie seemed to warm to Dylan . When the bad days came Guthrie would berate Dylan and it is said that on Dylan 's last visit Guthrie didn't recognize him.",0
"OPEC watching Iran, Russia, unlikely to cut output in June  ",0
Ain’t clitoris that Nickelodeon show Ariana Grande was on?,1
The first recorded use of silver as a color name in English was in 1481.,0
COBE was the first experiment to measure '' ... the black body form and anisotropy of the cosmic microwave background radiation . '',0
My wife walked out on me after I blew our life savings on a penis extension..She said she just couldn't take it any longer.,1
"Have you even tried purifying yourself in the waters of Lake Minnetonka, my good bitch?",1
"Thank goodness for electricity. Without it, we'd all be watching tv by candlelight.",1
U.S. says not close to deal with China on North Korea at U.N. ,0
"Charizard have two wings that are blue , while the back is orange like the most of its body.",0
HELP just fell into the zoo's otter enclosure please send tiny cowboy hats asap,1
"A banana and a vibrator are lying on a bed. The banana turns to the vibrator and says; ""I don't know why your shaking, they're gonna eat me!""",1
"Ahead of Chinese New Year, Xi pushes economic, military reform  ",0
"Syria bombs driving tens of thousands towards Turkey border,  London conference told:  ",0
"'There are some signs of economic softness,' Apple CFO tells Reuters",0
DID YOU HEAR FRANCE HAS A NEW NATIONAL FLAG? It is white with a white stripe and a white star!,1
"Life is like a penis - simple, relaxed and hanging free. It's women who make it hard.",1
Murder Will Out,0
"Hey guys, I make art and I set up a thing where you can buy happy huggy heart products if you feel like it or not it’s up to you really but yeah ok here it is thanks bye",1
"I went to the doctors with a strawberry growing on my bum. The doctor said ""I've got some cream for that""",1
"Without ME, it's just AWESO.",1
The first rule for those with a bad memory: 1),1
There is land for as many ploughs.,0
So you're here for crap jokes? Well check this one out! one.,1
New York police say assailants chanted 'ISIS' while beating man ,0
Support dips for Irish PM's party ahead of election: poll ,0
The World Meteorological Organization retired one name in the spring of 2001 : Keith.,0
"Called my boss, what's the different between work and your daughter. I will not be coming into work today.",1
"Dad: it’s time we had “the talk”

Me: oh, I already know about dancing the forbidden polka 

Dad: the what? 

Me: ya know, boppin’ squiddles??

Dad: excuse me  

Me: slaying the vadragon??

Dad: what?!?

Me: disappointing the wife 

Dad: oh sex, right",1
My wife bought one of these yesterday and I hate to break it to her but...,1
"Did you hear about the new Chinese Cookbook being sold only at pet stores? 
""101 Ways to Wok Your Dog""",1
Don't waste your money on anti wrinkle cream. I have been using it for six months. My balls still look like walnuts.,1
Our house doesn't have enough electrical sockets. It's a real power struggle.,1
,1
Why do horses have such a low divorce rate? Because they're all in stable relationships.,1
"`` Priest '' , `` Mother 's Day '' , and `` Lullaby '' were originally recorded on his first CD A Little Bit Special.",0
Over two thirds of Coburg 's population live in Coburg City.,0
I work as a waiter. The pay isn't great but I put food on the table.,1
"The claw of a freshly caught lobster is full and fleshy , not atrophied.",0
"Water is gross, but necessary. Omg men are water",1
"[me as a judge]

*cry-eating my fourth corndog in bed* I hold myself in contempt",1
U.S. mulls special ops mission to support Nigeria's Boko Haram fight ,0
I wish I could remember that joke I heard about Alzheimer's.,1
"62	
Hospitality: making your guests feel like they're at home, even if you wish they were.
19522523571",1
Arizona does not observe daylight saving time.,0
Rubio under attack as New Hampshire primary race heats up ,0
"clerk: enjoy your new toaster with lifetime warranty 

me: thanks *jiggles box* hey it’s broken 

clerk: sorry no refunds 

me: but you said lifetime warranty 

clerk: yep *brandishes sword*",1
"I don't mean to be pedantic, but does anyone actually have the 'Ghostbusters' number?",1
"Hercules goes through the fire and retrieves the Torch , he throws it and it lands in Prometheus 's home waking him.",0
I'm proud of my humility.,1
This includes time to replace a failed disk mechanism as well as time to re-build the array.,0
When I order a non-fat mocha please don’t tempt me with “don’t you want whipped cream?”,1
House opens inquiry into deaths of drug-dependent newborns ,0
"Saudi Arabia warns citizens against travel to Lebanon, citing safety ",0
"i gave u a 12-year headstart, twitter",1
"[i wake up confused]
KIDNAPPER: youll never guess where we are!
ME: [observing floor tile pattern] this is a Dennys bathroom
KIDNAPPER: shit",1
Every Why Has A Wherefore,0
Grapes include KÃ©kfrankos for red wine and Traminer for white wine.,0
Protests intensify in Iraqi Kurdistan amid economic crisis ,0
"Coe was born in Chiswick , London.",0
"DOCTOR:  I'm afraid it's very serious. We're going to have to perform a colectomy.
ME:  Wh-what does that mean? 
DOCTOR:  It means removing part of your colon. 
ME.  Oh no!",1
And yes I shall purchase this item,1
Need a new book that will just blow your Mind? Read Twilight! You'll read a page and want to shoot yourself.,1
"It’s National Compliment Day. 
So here goes. 
 
*clears throat
Some of you are not so bad.",1
For Halloween this year I think I'm gonna go around to all the hospices and retirement homes and put up cemetery wallpaper.,1
"Last night, myself and three other gay men stood one foot away from a television and watched a 17 year old girl with a SHATTERINGLY perfect vibrato seamlessly switch from chest to mix to head voice and in that moment, we all finally understood sports culture. Eye opening!!!",1
"[old school record store]

Me: hi I’m here to return this Rolling Stones record and get it on a CD instead

Clerk: sorry sir, all sales are vinyl",1
"Petroforms in the Whiteshell Provincial Park may be as old as 8,000 years.",0
The name Kalganup is believed to be the Noongar word for ` place of many waters '.,0
"On 27 May 2008 , the company was transferred back into public ownership under the authority of Transport for London.",0
"Was on Yahoo! Answers and saw a question. 
""How big is the specific ocean?""
I replied, "" Can you be more pacific? """,1
"Fire on Mexico Pemex platform kills two workers, now under control  ",0
Liebenwerda had a Water castle with a Keep called Lubwarttower.,0
Google accounts show 11 billion euros moved via low tax 'Dutch sandwich' in 2014,0
"By the day after the storm , about 3,000 remained without electricity on the island.",0
Hello from #aixenprovence https://www.instagram.com/p/By41C1ABUsU/?igshid=17mualv7kpwq0 …,1
Each pair will make a sound of a slightly different pitch.,0
On holiday with my wife and I cannot believe how tiny and revealing her bikini is. The colour suits me though.,1
Islamist group kills 17 in twin blasts in Somali town ,0
MSX was the name of a standardized home computer architecture in the 1980s.,0
